"paper_id","source_key","title","doi","year","journal","pdf_path","md_path","status","source_quality","added_at","started_at","completed_at","notes"
"P2026-0149","doi:10.1016/j.swevo.2026.102365","Optimized Fuzzy Feedback Control for Autonomous Vehicle Trajectory Tracking via Adaptive Multi-Objective Differential Evolution","10.1016/j.swevo.2026.102365","2026","Swarm and Evolutionary Computation","pdfs/Wang2026_Optimized.pdf","MD/Wang2026_Optimized.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T19:39:29","2026-06-19T19:44:37",""
"P2026-0150","doi:10.1016/j.swevo.2026.102368","Multi-objective evolutionary algorithms for solving a green multi-item fixed-charge 5D transportation problem under intuitionistic fuzzy uncertainty","10.1016/j.swevo.2026.102368","2026","Swarm and Evolutionary Computation","pdfs/Jain2026_Multi.pdf","MD/Jain2026_Multi.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T14:41:53","2026-06-19T14:48:46",""
"P2026-0151","doi:10.1016/j.swevo.2026.102372","A constraint violation-based adaptive switching surrogate-assisted evolutionary algorithm for expensive constrained multiobjective optimization","10.1016/j.swevo.2026.102372","2026","Swarm and Evolutionary Computation","pdfs/Cheng2026_Constraint.pdf","MD/Cheng2026_Constraint.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T20:11:04","2026-06-18T20:15:49",""
"P2026-0152","doi:10.1016/j.swevo.2026.102378","A decision variable type mining-based two-stage evolutionary algorithm for sparse large-scale bi-objective optimization","10.1016/j.swevo.2026.102378","2026","Swarm and Evolutionary Computation","pdfs/Guo2026_Decision.pdf","MD/Guo2026_Decision.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T21:21:39","2026-06-18T21:25:23",""
"P2026-0153","doi:10.1016/j.swevo.2026.102379","Knowledge-driven large-scale multi-objective evolutionary learning for interval prediction of key quality indicators in blast furnace ironmaking process","10.1016/j.swevo.2026.102379","2026","Swarm and Evolutionary Computation","pdfs/Zhang2026_Knowledge.pdf","MD/Zhang2026_Knowledge.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T21:45:49","2026-06-19T21:50:27",""
"P2026-0154","doi:10.1016/j.swevo.2026.102383","A neighborhood-based momentum approach to accelerate convergence in multi-objective optimization","10.1016/j.swevo.2026.102383","2026","Swarm and Evolutionary Computation","pdfs/Chen2026_Neighborhood.pdf","MD/Chen2026_Neighborhood.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T19:57:13","2026-06-18T20:05:26",""
"P2026-0155","doi:10.1016/j.swevo.2026.102386","A collaborative evolution strategy for dynamic multi-objective optimization based on charged individual prediction","10.1016/j.swevo.2026.102386","2026","Swarm and Evolutionary Computation","pdfs/He2026_Collaborative.pdf","MD/He2026_Collaborative.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:06:37","2026-06-18T22:11:49",""
"P2026-0156","doi:10.1016/j.swevo.2026.102389","Dynamic auxiliary reference vector-based many-objective evolutionary algorithm with adaptive multi-population collaboration","10.1016/j.swevo.2026.102389","2026","Swarm and Evolutionary Computation","pdfs/Wang2026_Dynamic.pdf","MD/Wang2026_Dynamic.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T19:15:14","2026-06-19T19:22:24",""
"P2026-0157","doi:10.1016/j.swevo.2026.102406","Hybrid evolutionary framework with multiple fragmentation strategies and reinforcement learning for multi-objective molecule generation","10.1016/j.swevo.2026.102406","2026","Swarm and Evolutionary Computation","pdfs/Song2026_Hybrid.pdf","MD/Song2026_Hybrid.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T17:07:43","2026-06-19T17:32:52",""
"P2026-0158","doi:10.1016/j.swevo.2026.102409","A Clustering-Based Dynamic Adaptive Search Strategy based on Competitive Swarm Optimizer for Constrained Multi-Objective Optimization","10.1016/j.swevo.2026.102409","2026","Swarm and Evolutionary Computation","pdfs/Yang2026_Clustering.pdf","MD/Yang2026_Clustering.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T20:51:49","2026-06-19T20:56:05",""
"P2026-0159","doi:10.1016/j.swevo.2026.102412","An adaptive two-stage multi-population coevolutionary framework for constrained multi-objective optimization","10.1016/j.swevo.2026.102412","2026","Swarm and Evolutionary Computation","pdfs/Liu2026_Adaptive.pdf","MD/Liu2026_Adaptive.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:35:44","2026-06-19T15:40:06",""
"P2026-0160","doi:10.1016/j.swevo.2026.102414","Clustering and entropy-guided unsupervised learning for multi-objective evolutionary optimization of reentrant hybrid flow shop scheduling","10.1016/j.swevo.2026.102414","2026","Swarm and Evolutionary Computation","pdfs/Li2026_Clustering.pdf","MD/Li2026_Clustering.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:08:57","2026-06-19T15:19:28",""
"P2026-0161","doi:10.1016/j.swevo.2026.102416","Feedback-driven adaptive variable grouping for decomposition-based large-scale multiobjective optimization","10.1016/j.swevo.2026.102416","2026","Swarm and Evolutionary Computation","pdfs/Liu2026_Feedback.pdf","MD/Liu2026_Feedback.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T15:40:29","2026-06-19T15:44:35",""
"P2026-0162","doi:10.1016/j.swevo.2026.102417","Implementing automated task scheduling framework for fog network using adaptive actor critic deep reinforcement learning with sparse attention through multi-objective constraints","10.1016/j.swevo.2026.102417","2026","Swarm and Evolutionary Computation","pdfs/Shashank2026_Implementing.pdf","MD/Shashank2026_Implementing.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T16:58:12","2026-06-19T17:05:49",""
"P2026-0163","doi:10.1016/j.swevo.2026.102423","Enhancing the scalability of large-scale multi-objective evolutionary algorithm through frequency domain search","10.1016/j.swevo.2026.102423","2026","Swarm and Evolutionary Computation","pdfs/Wang2026_Enhancing.pdf","MD/Wang2026_Enhancing.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T19:16:39","2026-06-19T19:33:10",""
"P2026-0164","doi:10.1016/j.swevo.2026.102426","A constrained multi-objective co-evolutionary algorithm with a dynamic diversity-enhanced auxiliary population","10.1016/j.swevo.2026.102426","2026","Swarm and Evolutionary Computation","pdfs/Zeng2026_Constrained.pdf","MD/Zeng2026_Constrained.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T21:35:28","2026-06-19T21:40:54",""
"P2026-0165","doi:10.1016/j.swevo.2026.102428","Fairness-constrained influence maximisation via multi-objective optimisation","10.1016/j.swevo.2026.102428","2026","Swarm and Evolutionary Computation","pdfs/Zhao2026_Fairness.pdf","MD/Zhao2026_Fairness.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T22:11:58","2026-06-19T22:19:43",""
"P2026-0166","doi:10.1109/tai.2025.3597883","Stop Rumors Fast: A Multiobjective Blocking Approach With Deep Reinforcement Learning in Social Networks","10.1109/tai.2025.3597883","2026","IEEE Transactions on Artificial Intelligence","pdfs/IEEE_11129192.pdf","MD/IEEE_11129192.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T07:57:51","2026-06-19T08:02:49",""
"P2026-0167","doi:10.1109/tai.2025.3614210","Towards Generalizable Meta-Deep Reinforcement Learning Algorithm for Multiobjective Traveling Salesman Problems","10.1109/tai.2025.3614210","2026","IEEE Transactions on Artificial Intelligence","pdfs/IEEE_11181152.pdf","MD/IEEE_11181152.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:16:54","2026-06-19T08:20:34",""
"P2026-0168","doi:10.1109/tai.2026.3655629","Adaptive Reinforcement Learning-Driven Digital Twin for Multi-Objective and Multi-Machine Process Optimization","10.1109/tai.2026.3655629","2026","IEEE Transactions on Artificial Intelligence","pdfs/IEEE_11373826.pdf","MD/IEEE_11373826.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:05:26","2026-06-19T10:09:07",""
"P2026-0169","doi:10.1109/tai.2026.3673680","Class-Imbalanced Learning via Multi-Task Multi-Objective Feature Selection","10.1109/tai.2026.3673680","2026","IEEE Transactions on Artificial Intelligence","pdfs/IEEE_11433585.pdf","MD/IEEE_11433585.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:38:29","2026-06-19T10:43:27",""
"P2026-0170","doi:10.1109/tai.2026.3689513","Ensemble of Transfer Techniques via Adaptive Resource Allocation for Multiobjective Multitask Optimization","10.1109/tai.2026.3689513","2026","IEEE Transactions on Artificial Intelligence","pdfs/IEEE_11501929.pdf","MD/IEEE_11501929.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T14:03:58","2026-06-19T14:11:24",""
"P2026-0171","doi:10.1109/tcds.2025.3577118","Towards Diverse and Natural Stochastic Human Motion Prediction With a Novel Multiobjective Optimization Framework","10.1109/tcds.2025.3577118","2026","IEEE Transactions on Cognitive and Developmental Systems","pdfs/IEEE_11026881.pdf","MD/IEEE_11026881.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T03:29:57","2026-06-19T03:44:46",""
"P2026-0172","doi:10.1109/tcyb.2025.3611013","Local Regularity Model for Multimodal Multiobjective Optimization","10.1109/tcyb.2025.3611013","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11181054.pdf","MD/IEEE_11181054.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:12:47","2026-06-19T08:17:30",""
"P2026-0173","doi:10.1109/tcyb.2025.3612091","A Constrained Learning-Based Competitive Swarm Optimizer for Large-Scale Multiobjective Optimization","10.1109/tcyb.2025.3612091","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11199990.pdf","MD/IEEE_11199990.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:21:26","2026-06-19T08:25:04",""
"P2026-0174","doi:10.1109/tcyb.2025.3620868","Observer-Based Multiobjective Control of Switched Networked Control Systems With Multipath Packet Dropouts","10.1109/tcyb.2025.3620868","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11219405.pdf","MD/IEEE_11219405.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:25:30","2026-06-19T08:31:45",""
"P2026-0175","doi:10.1109/tcyb.2025.3626443","A Kriging-Assisted Evolutionary Algorithm With Dual Perspectives and Dual Indicators for Expensive Robust Multiobjective Optimization","10.1109/tcyb.2025.3626443","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11283053.pdf","MD/IEEE_11283053.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T09:00:36","2026-06-19T09:06:19",""
"P2026-0176","doi:10.1109/tcyb.2025.3630825","Imitation Learning for Multiobjective Optimization—AlphaMOEA","10.1109/tcyb.2025.3630825","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11251274.pdf","MD/IEEE_11251274.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:49:25","2026-06-19T08:53:02",""
"P2026-0177","doi:10.1109/tcyb.2025.3631147","Multiobjective Task Allocation for Electric Harvesting Robots: A Hierarchical Route Reconstruction Approach","10.1109/tcyb.2025.3631147","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11269190.pdf","MD/IEEE_11269190.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:52:45","2026-06-19T08:56:57",""
"P2026-0178","doi:10.1109/tcyb.2025.3634364","Multilayer Perceptron Grouping and Sparse Gaussian Process-Based Surrogate-Assisted Evolutionary Algorithm for Expensive Multiobjective Optimization","10.1109/tcyb.2025.3634364","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11270219.pdf","MD/IEEE_11270219.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:53:15","2026-06-19T09:00:22",""
"P2026-0179","doi:10.1109/tcyb.2025.3649862","A Time-Division-Based Constrained Multiobjective Optimization Method for Coal Mine Integrated Energy System Dispatch Problem","10.1109/tcyb.2025.3649862","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11330182.pdf","MD/IEEE_11330182.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T09:16:02","2026-06-19T09:22:39",""
"P2026-0180","doi:10.1109/tcyb.2026.3651321","Evolutionary Multiobjective Neural Architecture Search for Binary Neural Networks by Two-Stage Optimization","10.1109/tcyb.2026.3651321","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11349350.pdf","MD/IEEE_11349350.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T09:22:59","2026-06-19T09:28:54",""
"P2026-0181","doi:10.1109/tcyb.2026.3652642","ADR-DMOEA: A Dynamic Multiobjective Optimization Evolutionary Algorithm Based on Adaptive Dynamic Response Strategy","10.1109/tcyb.2026.3652642","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11365955.pdf","MD/IEEE_11365955.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T09:30:17","2026-06-19T10:21:07",""
"P2026-0182","doi:10.1109/tcyb.2026.3655818","Robust Multiobjective Evolutionary Algorithm Based on Surrogate-Assisted Robust Distance Metric","10.1109/tcyb.2026.3655818","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11372914.pdf","MD/IEEE_11372914.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:00:04","2026-06-19T10:05:10",""
"P2026-0183","doi:10.1109/tcyb.2026.3656350","Distribution-Prediction-Based Robust Multiobjective Optimization for Wastewater Treatment Process With Time-Linkage Uncertainty","10.1109/tcyb.2026.3656350","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11400525.pdf","MD/IEEE_11400525.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:18:40","2026-06-19T10:22:18",""
"P2026-0184","doi:10.1109/tcyb.2026.3662764","A Knowledge-Enhanced Evolutionary Multitasking Memetic Algorithm for Multimodal Multiobjective Flexible Job Shop Scheduling Considering Speed","10.1109/tcyb.2026.3662764","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11398824.pdf","MD/IEEE_11398824.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:13:10","2026-06-19T10:18:24",""
"P2026-0185","doi:10.1109/tcyb.2026.3663430","A Coevolutionary Algorithm Based on Dominance and Decomposition for Constrained Multiobjective Optimization","10.1109/tcyb.2026.3663430","2026","IEEE Transactions on Cybernetics","pdfs/IEEE_11408904.pdf","MD/IEEE_11408904.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:21:23","2026-06-19T10:27:02",""
"P2026-0186","doi:10.1109/tetci.2025.3526505","Data Stream Driven Dynamic Multiobjective Optimization Using Surrogate Transfer","10.1109/tetci.2025.3526505","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_10847307.pdf","MD/IEEE_10847307.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:45:35","2026-06-18T22:48:56",""
"P2026-0187","doi:10.1109/tetci.2025.3572041","LightMix: Multi-Objective Search for Lightweight Mixed-Scale Convolutional Neural Networks","10.1109/tetci.2025.3572041","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11023228.pdf","MD/IEEE_11023228.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T03:24:57","2026-06-19T03:44:35",""
"P2026-0188","doi:10.1109/tetci.2025.3577511","Expensive Many-Objective Evolutionary Optimization With a Self-Adaptive Surrogate Model","10.1109/tetci.2025.3577511","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11072290.pdf","MD/IEEE_11072290.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T07:44:59","2026-06-19T07:48:51",""
"P2026-0189","doi:10.1109/tetci.2025.3595713","An Adaptive Constraint Relaxation Strategy Based Coevolutionary Algorithm for Constrained Multi-Objective Optimization","10.1109/tetci.2025.3595713","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11127094.pdf","MD/IEEE_11127094.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T07:51:36","2026-06-19T07:59:17",""
"P2026-0190","doi:10.1109/tetci.2025.3597299","Dynamic Multivariation Multifactorial Evolutionary Algorithm for Large-Scale Multiobjective Optimization","10.1109/tetci.2025.3597299","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11155139.pdf","MD/IEEE_11155139.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:05:41","2026-06-19T08:09:18",""
"P2026-0191","doi:10.1109/tetci.2025.3603106","A Novel Multi-Objective Memetic Algorithm for Multi-Task Fuzzy Flexible Job Shop Scheduling","10.1109/tetci.2025.3603106","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11155159.pdf","MD/IEEE_11155159.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:09:33","2026-06-19T08:12:04",""
"P2026-0192","doi:10.1109/tetci.2025.3603116","Multiobjective Hierarchical Reinforcement Learning for Plant-Wide Optimization of Bayer Process","10.1109/tetci.2025.3603116","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11153579.pdf","MD/IEEE_11153579.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:03:12","2026-06-19T08:12:15",""
"P2026-0193","doi:10.1109/tetci.2025.3611285","An Improved Reference Point-Based Evolutionary Algorithm for Dynamic Multi-Objective Optimization With Preferences","10.1109/tetci.2025.3611285","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11184636.pdf","MD/IEEE_11184636.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:20:52","2026-06-19T08:24:48",""
"P2026-0194","doi:10.1109/tetci.2025.3622664","Bi-Objective Optimization for Time-Dependent Preference-Driven Route Planning","10.1109/tetci.2025.3622664","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11224656.pdf","MD/IEEE_11224656.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:41:43","2026-06-19T08:48:00",""
"P2026-0195","doi:10.1109/tetci.2025.3623235","Multi-Instance Multi-Label Learning via Label Specific Features and Label Enhancement with Collaborative Multi Objective Particle Swarm Optimization","10.1109/tetci.2025.3623235","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11223758.pdf","MD/IEEE_11223758.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:32:52","2026-06-19T08:37:56",""
"P2026-0196","doi:10.1109/tetci.2025.3623283","Bilevel Multi-Objective Pricing Scheming in Partial-Offloading Wireless-Powered Cooperative MEC","10.1109/tetci.2025.3623283","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11223757.pdf","MD/IEEE_11223757.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:32:29","2026-06-19T08:38:10",""
"P2026-0197","doi:10.1109/tetci.2025.3623315","Niching Genetic Programming With Elite Archive for Multi-Objective Dynamic Scheduling","10.1109/tetci.2025.3623315","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11224460.pdf","MD/IEEE_11224460.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T08:38:26","2026-06-19T08:42:06",""
"P2026-0198","doi:10.1109/tetci.2025.3641668","Large-Scale Constrained Multiobjective Optimization Based on Variable Adaptive Optimization and Population Reconstruction","10.1109/tetci.2025.3641668","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11303116.pdf","MD/IEEE_11303116.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T09:05:44","2026-06-19T09:11:27",""
"P2026-0199","doi:10.1109/tetci.2026.3670634","Spatio-Temporal Series Prediction Based on Multi-Objective Evolutionary Deep Convolutional Echo State Networks","10.1109/tetci.2026.3670634","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11456091.pdf","MD/IEEE_11456091.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T11:18:26","2026-06-19T11:23:35",""
"P2026-0200","doi:10.1109/tetci.2026.3670669","A Two-Stage Learning Guided Multi-Objective Evolutionary Algorithm for Task Offloading in Edge Computing","10.1109/tetci.2026.3670669","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11434538.pdf","MD/IEEE_11434538.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:38:41","2026-06-19T10:42:07",""
"P2026-0201","doi:10.1109/tetci.2026.3670673","Deep Reinforcement Learning-Assisted Automated Operator Portfolio for Constrained Multi-Objective Optimization","10.1109/tetci.2026.3670673","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11434566.pdf","MD/IEEE_11434566.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:43:38","2026-06-19T10:51:11",""
"P2026-0202","doi:10.1109/tetci.2026.3670690","A Review of Surrogate-Assisted Evolutionary Multi-Objective Optimization","10.1109/tetci.2026.3670690","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11434561.pdf","MD/IEEE_11434561.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:42:28","2026-06-19T10:48:48",""
"P2026-0203","doi:10.1109/tetci.2026.3670899","Large-Scale Sparse Multi-Objective Optimization via Customized Individual Learning","10.1109/tetci.2026.3670899","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11435483.pdf","MD/IEEE_11435483.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:49:08","2026-06-19T11:24:16",""
"P2026-0204","doi:10.1109/tetci.2026.3670953","A Review of Evolutionary Algorithms for Multimodal Multi-Objective Optimization: Mechanisms, Progress, and Prospects","10.1109/tetci.2026.3670953","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11447304.pdf","MD/IEEE_11447304.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T11:03:19","2026-06-19T11:09:31",""
"P2026-0205","doi:10.1109/tetci.2026.3671021","EMT-DAKT: Evolutionary Multi-Objective Multi-Task Optimization Algorithm Using Deep Models With Adaptive Knowledge Transfer","10.1109/tetci.2026.3671021","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11435653.pdf","MD/IEEE_11435653.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T10:58:44","2026-06-19T11:03:00",""
"P2026-0206","doi:10.1109/tetci.2026.3675496","A Schema-Guided Constrained Multi-Objective Optimization Evolutionary Algorithm for Multiple Uncrewed Aerial Vehicle Path Planning","10.1109/tetci.2026.3675496","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11475387.pdf","MD/IEEE_11475387.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T11:43:11","2026-06-19T13:00:25",""
"P2026-0207","doi:10.1109/tetci.2026.3683702","Unleashing the Potential of Large Language Models for Dynamic Multiobjective Optimization","10.1109/tetci.2026.3683702","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11495222.pdf","MD/IEEE_11495222.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T11:59:43","2026-06-19T12:03:32",""
"P2026-0208","doi:10.1109/tetci.2026.3683740","Game-Based Deductive Optimization for Spacecraft Avoidance of Detective Threat via HS-NSGA-II","10.1109/tetci.2026.3683740","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11500505.pdf","MD/IEEE_11500505.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T13:00:47","2026-06-19T13:52:11",""
"P2026-0209","doi:10.1109/tetci.2026.3684022","Integrated Energy-Efficient Scheduling of Distributed Flow Shop and Distribution Using a Q-Learning-Based Multi-Objective Cooperation Evolutionary Algorithm","10.1109/tetci.2026.3684022","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11494374.pdf","MD/IEEE_11494374.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T11:48:40","2026-06-19T11:55:29",""
"P2026-0210","doi:10.1109/tetci.2026.3684051","Adaptive Convergence Indicator and Neighborhood Fuzzy Crowding Distance for Multimodal Multi-Objective Optimization","10.1109/tetci.2026.3684051","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11494762.pdf","MD/IEEE_11494762.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T11:55:53","2026-06-19T11:59:31",""
"P2026-0211","doi:10.1109/tetci.2026.3684052","Knowledge Guidance and Twin SVM Classifier Based Dynamic Multiobjective Optimization Control for Wastewater Treatment Process","10.1109/tetci.2026.3684052","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11501536.pdf","MD/IEEE_11501536.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T13:52:36","2026-06-19T14:03:07",""
"P2026-0212","doi:10.1109/tetci.2026.3684514","Crystal Materials Design via Physics-Guided Evolutionary Multi-Objective Optimization With Knowledge Transfer","10.1109/tetci.2026.3684514","2026","IEEE Transactions on Emerging Topics in Computational Intelligence","pdfs/IEEE_11511871.pdf","MD/IEEE_11511871.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-19T14:04:56","2026-06-19T14:09:34",""
"P2026-0213","doi:10.1109/tevc.2024.3359120","A Decomposition-Based Evolutionary Algorithm With Clustering and Hierarchical Estimation for Multiobjective Fuzzy Flexible Jobshop Scheduling","10.1109/tevc.2024.3359120","2026","IEEE Transactions on Evolutionary Computation","pdfs/IEEE_10415075.pdf","MD/IEEE_10415075.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:33:54","2026-06-18T22:37:20",""
"P2026-0214","doi:10.1109/tevc.2024.3373802","Learning to Preselection: A Filter-Based Performance Predictor for Multiobjective Feature Selection in Classification","10.1109/tevc.2024.3373802","2026","IEEE Transactions on Evolutionary Computation","pdfs/IEEE_10461078.pdf","MD/IEEE_10461078.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:34:05","2026-06-18T22:36:52",""
"P2026-0215","doi:10.1109/tevc.2024.3410517","Efficient Meta-Heuristic Approach for the Multiobjective Green p-Hub Centre Routing Problem","10.1109/tevc.2024.3410517","2026","IEEE Transactions on Evolutionary Computation","pdfs/IEEE_10551415.pdf","MD/IEEE_10551415.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:37:06","2026-06-18T22:40:41",""
"P2026-0216","doi:10.1109/tevc.2024.3496507","A Survey of Multiobjective Evolutionary Algorithm Based on Decomposition: Past and Future","10.1109/tevc.2024.3496507","2026","IEEE Transactions on Evolutionary Computation","pdfs/IEEE_10750458.pdf","MD/IEEE_10750458.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:37:32","2026-06-18T22:39:51",""
"P2026-0217","doi:10.1109/tevc.2025.3528471","Evolutionary Multiobjective Spiking Neural Architecture Search for Image Classification","10.1109/tevc.2025.3528471","2026","IEEE Transactions on Evolutionary Computation","pdfs/IEEE_10838601.pdf","MD/IEEE_10838601.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:40:04","2026-06-18T22:45:25",""
"P2026-0218","doi:10.1109/tevc.2025.3530416","Automatic Fuzzy Architecture Design for Defect Detection via Classifier-Assisted Multiobjective Optimization Approach","10.1109/tevc.2025.3530416","2026","IEEE Transactions on Evolutionary Computation","pdfs/IEEE_10843734.pdf","MD/IEEE_10843734.md","extracted","not-reviewed","2026-06-11T20:03:30","2026-06-18T22:40:53","2026-06-18T22:45:57",""
